country,iso3c,iso2c,year,"Intentional homicides (per 100,000 people)","Suicide mortality rate (per 100,000 population)",GDP (current US$),"GDP per capita, PPP (current international $)",adminregion,incomeLevel
United Arab Emirates,ARE,AE,1975,,,14720672507,,,High income
United Arab Emirates,ARE,AE,1976,,,19213022691,,,High income
United Arab Emirates,ARE,AE,1977,,,24871775165,,,High income
United Arab Emirates,ARE,AE,1978,,,23775831783,,,High income
United Arab Emirates,ARE,AE,1979,,,31225463218,,,High income
United Arab Emirates,ARE,AE,1980,,,43598748449,,,High income
United Arab Emirates,ARE,AE,1981,,,49333424135,,,High income
United Arab Emirates,ARE,AE,1982,,,46622718605,,,High income
United Arab Emirates,ARE,AE,1983,,,42803323345,,,High income
United Arab Emirates,ARE,AE,1984,,,41807954236,,,High income
United Arab Emirates,ARE,AE,1985,,,40603650232,,,High income
United Arab Emirates,ARE,AE,1986,,,33943612095,,,High income
United Arab Emirates,ARE,AE,1987,,,36384908744,,,High income
United Arab Emirates,ARE,AE,1988,,,36275674203,,,High income
United Arab Emirates,ARE,AE,1989,,,41464995914,,,High income
United Arab Emirates,ARE,AE,1990,,,50701443748,87172.09973,,High income
United Arab Emirates,ARE,AE,1991,,,51552165622,85793.71703,,High income
United Arab Emirates,ARE,AE,1992,,,54239171888,85571.6647,,High income
United Arab Emirates,ARE,AE,1993,,,55625170253,83796.62966,,High income
United Arab Emirates,ARE,AE,1994,,,59305093980,86653.66391,,High income
United Arab Emirates,ARE,AE,1995,,,65743666576,89669.43702,,High income
United Arab Emirates,ARE,AE,1996,,,73571233996,91887.19029,,High income
United Arab Emirates,ARE,AE,1997,,,78839008445,96181.55608,,High income
United Arab Emirates,ARE,AE,1998,,,75674336283,92629.35658,,High income
United Arab Emirates,ARE,AE,1999,,,84445473111,91712.02149,,High income
United Arab Emirates,ARE,AE,2000,,8.6,1.04337E+11,98365.15739,,High income
United Arab Emirates,ARE,AE,2001,,8.6,1.03312E+11,96724.06511,,High income
United Arab Emirates,ARE,AE,2002,,8,1.09816E+11,95551.72764,,High income
United Arab Emirates,ARE,AE,2003,1.212307018,7.5,1.24346E+11,99239.96016,,High income
United Arab Emirates,ARE,AE,2004,0.663622687,7.7,1.47824E+11,101872.9736,,High income
United Arab Emirates,ARE,AE,2005,1.220516357,7.9,1.80617E+11,97671.6293,,High income
United Arab Emirates,ARE,AE,2006,0.735825177,8.3,2.22117E+11,95679.85753,,High income
United Arab Emirates,ARE,AE,2007,,8.3,2.57916E+11,87102.97189,,High income
United Arab Emirates,ARE,AE,2008,,8.5,3.15475E+11,79732.2435,,High income
United Arab Emirates,ARE,AE,2009,,8.5,2.53547E+11,68167.57588,,High income
United Arab Emirates,ARE,AE,2010,0.783625914,8.4,2.89787E+11,64882.85034,,High income
United Arab Emirates,ARE,AE,2011,0.570037616,8.2,3.50666E+11,67686.38538,,High income
United Arab Emirates,ARE,AE,2012,0.754791449,7.9,3.74591E+11,69102.47617,,High income
United Arab Emirates,ARE,AE,2013,0.619706133,7.5,3.90108E+11,70374.23536,,High income
United Arab Emirates,ARE,AE,2014,0.662022955,7,4.03137E+11,73619.04466,,High income
United Arab Emirates,ARE,AE,2015,0.647745586,6.5,3.58135E+11,64901.88005,,High income
United Arab Emirates,ARE,AE,2016,0.705054762,6,3.57045E+11,63968.88804,,High income
United Arab Emirates,ARE,AE,2017,0.463782488,5.6,3.85606E+11,67183.60531,,High income
United Arab Emirates,ARE,AE,2018,,6,4.22215E+11,68576.11552,,High income
United Arab Emirates,ARE,AE,2019,,6.4,4.17216E+11,71150.54214,,High income
United Arab Emirates,ARE,AE,2020,,,3.58869E+11,66771.49975,,High income
United Kingdom,GBR,GB,1970,,,1.30672E+11,,,High income
United Kingdom,GBR,GB,1971,,,1.48114E+11,,,High income
United Kingdom,GBR,GB,1972,,,1.69965E+11,,,High income
United Kingdom,GBR,GB,1973,,,1.92538E+11,,,High income
United Kingdom,GBR,GB,1974,,,2.06131E+11,,,High income
United Kingdom,GBR,GB,1975,,,2.41757E+11,,,High income
United Kingdom,GBR,GB,1976,,,2.32615E+11,,,High income
United Kingdom,GBR,GB,1977,,,2.63066E+11,,,High income
United Kingdom,GBR,GB,1978,,,3.35883E+11,,,High income
United Kingdom,GBR,GB,1979,,,4.38994E+11,,,High income
United Kingdom,GBR,GB,1980,,,5.64948E+11,,,High income
United Kingdom,GBR,GB,1981,,,5.40766E+11,,,High income
United Kingdom,GBR,GB,1982,,,5.15049E+11,,,High income
United Kingdom,GBR,GB,1983,,,4.89618E+11,,,High income
United Kingdom,GBR,GB,1984,,,4.61487E+11,,,High income
United Kingdom,GBR,GB,1985,,,4.89285E+11,,,High income
United Kingdom,GBR,GB,1986,,,6.01453E+11,,,High income
United Kingdom,GBR,GB,1987,,,7.45163E+11,,,High income
United Kingdom,GBR,GB,1988,,,9.10123E+11,,,High income
United Kingdom,GBR,GB,1989,,,9.26885E+11,,,High income
United Kingdom,GBR,GB,1990,1.24871696,,1.09317E+12,17084.5988,,High income
United Kingdom,GBR,GB,1991,1.281490995,,1.1428E+12,17413.59266,,High income
United Kingdom,GBR,GB,1992,1.512583421,,1.17966E+12,17833.57381,,High income
United Kingdom,GBR,GB,1993,1.536397544,,1.06139E+12,18666.0429,,High income
United Kingdom,GBR,GB,1994,1.590973326,,1.14049E+12,19747.53029,,High income
United Kingdom,GBR,GB,1995,1.553533469,,1.34642E+12,20617.43284,,High income
United Kingdom,GBR,GB,1996,1.445445928,,1.42151E+12,21968.92882,,High income
United Kingdom,GBR,GB,1997,1.483518707,,1.55957E+12,23049.61272,,High income
United Kingdom,GBR,GB,1998,1.574090652,,1.65339E+12,23683.5147,,High income
United Kingdom,GBR,GB,1999,1.566867991,,1.68576E+12,24463.49633,,High income
United Kingdom,GBR,GB,2000,1.552866052,8.6,1.66213E+12,26472.19371,,High income
United Kingdom,GBR,GB,2001,1.633846618,8.3,1.64391E+12,27807.16932,,High income
United Kingdom,GBR,GB,2002,1.865951714,8.3,1.78408E+12,29062.12387,,High income
United Kingdom,GBR,GB,2003,1.55469742,7.9,2.05709E+12,30355.28338,,High income
United Kingdom,GBR,GB,2004,1.586698191,8.2,2.42181E+12,32058.41549,,High income
United Kingdom,GBR,GB,2005,1.383360951,7.9,2.54483E+12,32747.35401,,High income
United Kingdom,GBR,GB,2006,1.413977188,7.8,2.71706E+12,34845.59177,,High income
United Kingdom,GBR,GB,2007,1.420548063,7.6,3.10618E+12,35695.29849,,High income
United Kingdom,GBR,GB,2008,1.226162681,8.1,2.93888E+12,36863.58476,,High income
United Kingdom,GBR,GB,2009,1.123691719,8,2.4258E+12,35212.42048,,High income
United Kingdom,GBR,GB,2010,1.191305343,7.8,2.49111E+12,36576.58654,,High income
United Kingdom,GBR,GB,2011,1.001219551,8.3,2.67489E+12,37379.29097,,High income
United Kingdom,GBR,GB,2012,0.971711871,8.2,2.71916E+12,38514.02617,,High income
United Kingdom,GBR,GB,2013,0.927920505,8.8,2.80329E+12,40218.74726,,High income
United Kingdom,GBR,GB,2014,0.900294343,8.6,3.08717E+12,41580.60249,,High income
United Kingdom,GBR,GB,2015,0.989976503,8.8,2.95657E+12,42912.87509,,High income
United Kingdom,GBR,GB,2016,1.193098839,8.5,2.72285E+12,44635.29956,,High income
United Kingdom,GBR,GB,2017,1.203402563,8.2,2.69902E+12,46372.3866,,High income
United Kingdom,GBR,GB,2018,1.204914777,8.1,2.90079E+12,47573.48802,,High income
United Kingdom,GBR,GB,2019,,7.9,2.87867E+12,49041.46355,,High income
United Kingdom,GBR,GB,2020,,,2.7598E+12,46482.86224,,High income
United States,USA,US,1970,,,1.0733E+12,,,High income
United States,USA,US,1971,,,1.16485E+12,,,High income
United States,USA,US,1972,,,1.27911E+12,,,High income
United States,USA,US,1973,,,1.42538E+12,,,High income
United States,USA,US,1974,,,1.54524E+12,,,High income
United States,USA,US,1975,,,1.6849E+12,,,High income
United States,USA,US,1976,,,1.87341E+12,,,High income
United States,USA,US,1977,,,2.08183E+12,,,High income
United States,USA,US,1978,,,2.3516E+12,,,High income
United States,USA,US,1979,,,2.62733E+12,,,High income
United States,USA,US,1980,,,2.85731E+12,,,High income
United States,USA,US,1981,,,3.20704E+12,,,High income
United States,USA,US,1982,,,3.34379E+12,,,High income
United States,USA,US,1983,,,3.63404E+12,,,High income
United States,USA,US,1984,,,4.03761E+12,,,High income
United States,USA,US,1985,,,4.33898E+12,,,High income
United States,USA,US,1986,,,4.57963E+12,,,High income
United States,USA,US,1987,,,4.85522E+12,,,High income
United States,USA,US,1988,,,5.23644E+12,,,High income
United States,USA,US,1989,,,5.64158E+12,,,High income
United States,USA,US,1990,9.296355416,,5.96314E+12,23888.60001,,High income
United States,USA,US,1991,9.704981946,,6.15813E+12,24342.2589,,High income
United States,USA,US,1992,9.24547406,,6.52033E+12,25418.99078,,High income
United States,USA,US,1993,9.450082346,,6.85856E+12,26387.29373,,High income
United States,USA,US,1994,8.894864592,,7.28724E+12,27694.85342,,High income
United States,USA,US,1995,8.148172868,,7.63975E+12,28690.8757,,High income
United States,USA,US,1996,7.321072322,,8.07312E+12,29967.71272,,High income
United States,USA,US,1997,6.70117275,,8.57755E+12,31459.13898,,High income
United States,USA,US,1998,6.16843134,,9.06282E+12,32853.67695,,High income
United States,USA,US,1999,5.572465698,,9.63066E+12,34513.5615,,High income
United States,USA,US,2000,5.532621999,11,1.02523E+13,36334.90878,,High income
United States,USA,US,2001,6.68744397,11.4,1.05818E+13,37133.24281,,High income
United States,USA,US,2002,5.649205955,11.8,1.09364E+13,38023.16111,,High income
United States,USA,US,2003,5.702937275,11.7,1.14582E+13,39496.48588,,High income
United States,USA,US,2004,5.523428234,11.9,1.22137E+13,41712.80107,,High income
United States,USA,US,2005,5.674701134,11.9,1.30366E+13,44114.74778,,High income
United States,USA,US,2006,5.813090901,12.1,1.38146E+13,46298.73144,,High income
United States,USA,US,2007,5.697777765,12.4,1.44519E+13,47975.9677,,High income
United States,USA,US,2008,5.425291053,12.7,1.47128E+13,48382.55845,,High income
United States,USA,US,2009,5.02729993,12.8,1.44489E+13,47099.98047,,High income
United States,USA,US,2010,4.764224463,13.1,1.49921E+13,48466.6576,,High income
United States,USA,US,2011,4.705311441,13.4,1.55426E+13,49882.55813,,High income
United States,USA,US,2012,4.730549044,13.5,1.6197E+13,51602.93105,,High income
United States,USA,US,2013,4.525592796,13.5,1.67848E+13,53106.53677,,High income
United States,USA,US,2014,4.444675653,14,1.75272E+13,55049.98833,,High income
United States,USA,US,2015,4.949851519,14.4,1.82383E+13,56863.3715,,High income
United States,USA,US,2016,5.390754771,15.1,1.87451E+13,58021.4005,,High income
United States,USA,US,2017,5.316767266,15.9,1.9543E+13,60109.65573,,High income
United States,USA,US,2018,4.956950548,15.7,2.06119E+13,63064.41841,,High income
United States,USA,US,2019,,16.1,2.14332E+13,65279.52903,,High income
United States,USA,US,2020,,,2.0953E+13,63593.44362,,High income
Upper middle income,UMC,XT,1970,,,4.28332E+11,,,Aggregates
Upper middle income,UMC,XT,1971,,,4.6594E+11,,,Aggregates
Upper middle income,UMC,XT,1972,,,5.30385E+11,,,Aggregates
Upper middle income,UMC,XT,1973,,,6.89567E+11,,,Aggregates
Upper middle income,UMC,XT,1974,,,8.54885E+11,,,Aggregates
Upper middle income,UMC,XT,1975,,,9.41983E+11,,,Aggregates
Upper middle income,UMC,XT,1976,,,9.93368E+11,,,Aggregates
Upper middle income,UMC,XT,1977,,,1.09851E+12,,,Aggregates
Upper middle income,UMC,XT,1978,,,1.1781E+12,,,Aggregates
Upper middle income,UMC,XT,1979,,,1.4304E+12,,,Aggregates
Upper middle income,UMC,XT,1980,,,1.66223E+12,,,Aggregates
Upper middle income,UMC,XT,1981,,,1.79635E+12,,,Aggregates
Upper middle income,UMC,XT,1982,,,1.71632E+12,,,Aggregates
Upper middle income,UMC,XT,1983,,,1.62865E+12,,,Aggregates
Upper middle income,UMC,XT,1984,,,1.67957E+12,,,Aggregates
Upper middle income,UMC,XT,1985,,,1.7734E+12,,,Aggregates
Upper middle income,UMC,XT,1986,,,1.80264E+12,,,Aggregates
Upper middle income,UMC,XT,1987,,,1.92376E+12,,,Aggregates
Upper middle income,UMC,XT,1988,,,2.12706E+12,,,Aggregates
Upper middle income,UMC,XT,1989,,,2.19315E+12,,,Aggregates
Upper middle income,UMC,XT,1990,,,2.58819E+12,3293.273997,,Aggregates
Upper middle income,UMC,XT,1991,,,2.5054E+12,3417.410017,,Aggregates
Upper middle income,UMC,XT,1992,,,2.62172E+12,3501.885758,,Aggregates
Upper middle income,UMC,XT,1993,,,2.87939E+12,3677.03971,,Aggregates
Upper middle income,UMC,XT,1994,,,3.19541E+12,3845.510665,,Aggregates
Upper middle income,UMC,XT,1995,,,3.59555E+12,4033.373238,,Aggregates
Upper middle income,UMC,XT,1996,,,3.90968E+12,4274.545709,,Aggregates
Upper middle income,UMC,XT,1997,,,4.18519E+12,4543.763221,,Aggregates
Upper middle income,UMC,XT,1998,,,4.13444E+12,4593.611685,,Aggregates
Upper middle income,UMC,XT,1999,,,3.90545E+12,4786.195027,,Aggregates
Upper middle income,UMC,XT,2000,,14.84845434,4.31239E+12,5181.491971,,Aggregates
Upper middle income,UMC,XT,2001,,13.91729956,4.33682E+12,5448.241354,,Aggregates
Upper middle income,UMC,XT,2002,,13.48018232,4.37474E+12,5756.312684,,Aggregates
Upper middle income,UMC,XT,2003,,13.72626759,4.90192E+12,6165.14736,,Aggregates
Upper middle income,UMC,XT,2004,,13.84169204,5.87703E+12,6818.727083,,Aggregates
Upper middle income,UMC,XT,2005,,13.51861283,7.06556E+12,7541.805149,,Aggregates
Upper middle income,UMC,XT,2006,,12.66356989,8.39339E+12,8545.188484,,Aggregates
Upper middle income,UMC,XT,2007,,12.04976106,1.0424E+13,9556.511106,,Aggregates
Upper middle income,UMC,XT,2008,,11.78673705,1.27152E+13,10506.24743,,Aggregates
Upper middle income,UMC,XT,2009,,11.3841483,1.22248E+13,10820.24337,,Aggregates
Upper middle income,UMC,XT,2010,,10.99387945,1.48408E+13,11769.01594,,Aggregates
Upper middle income,UMC,XT,2011,,10.4584729,1.78902E+13,12800.81647,,Aggregates
Upper middle income,UMC,XT,2012,7.1,10.00646516,1.91576E+13,13626.50041,,Aggregates
Upper middle income,UMC,XT,2013,,9.703857772,2.05784E+13,14359.79707,,Aggregates
Upper middle income,UMC,XT,2014,6.5,9.617171765,2.12189E+13,14832.91088,,Aggregates
Upper middle income,UMC,XT,2015,6.7,9.332630047,1.99218E+13,14907.95425,,Aggregates
Upper middle income,UMC,XT,2016,,9.309338146,1.98206E+13,15377.67417,,Aggregates
Upper middle income,UMC,XT,2017,,9.12828505,2.19395E+13,16203.80076,,Aggregates
Upper middle income,UMC,XT,2018,,9.041832643,2.36387E+13,17301.12834,,Aggregates
Upper middle income,UMC,XT,2019,,8.853650395,2.40353E+13,18123.47087,,Aggregates
Upper middle income,UMC,XT,2020,,,2.31507E+13,18073.89675,,Aggregates
Uruguay,URY,UY,1970,,,2137096774,,,High income
Uruguay,URY,UY,1971,,,2807258065,,,High income
Uruguay,URY,UY,1972,,,2189418001,,,High income
Uruguay,URY,UY,1973,,,3964295673,,,High income
Uruguay,URY,UY,1974,,,4090209682,,,High income
Uruguay,URY,UY,1975,,,3538283322,,,High income
Uruguay,URY,UY,1976,,,3667161241,,,High income
Uruguay,URY,UY,1977,,,4114667063,,,High income
Uruguay,URY,UY,1978,,,4910257283,,,High income
Uruguay,URY,UY,1979,,,7181185278,,,High income
Uruguay,URY,UY,1980,,,10163020116,,,High income
Uruguay,URY,UY,1981,,,11048335541,,,High income
Uruguay,URY,UY,1982,,,9178802163,,,High income
Uruguay,URY,UY,1983,,,5102281256,,,High income
Uruguay,URY,UY,1984,,,4850241442,,,High income
Uruguay,URY,UY,1985,,,4732017873,,,High income
Uruguay,URY,UY,1986,,,5880112788,,,High income
Uruguay,URY,UY,1987,,,7367494080,,,High income
Uruguay,URY,UY,1988,,,8213515459,,,High income
Uruguay,URY,UY,1989,,,8438951476,,,High income
Uruguay,URY,UY,1990,6.624650518,,9298839655,6385.961557,,High income
Uruguay,URY,UY,1991,6.194803582,,11205971155,6787.40009,,High income
Uruguay,URY,UY,1992,5.769610574,,12878199881,7438.535037,,High income
Uruguay,URY,UY,1993,,,15002106518,7759.965352,,High income
Uruguay,URY,UY,1994,,,17474647792,8440.574912,,High income
Uruguay,URY,UY,1995,5.92381233,,19297663097,8431.903163,,High income
Uruguay,URY,UY,1996,6.312775549,,20515543039,9000.721042,,High income
Uruguay,URY,UY,1997,7.430833617,,23969823010,9875.518952,,High income
Uruguay,URY,UY,1998,7.41404043,,25385928189,10371.68565,,High income
Uruguay,URY,UY,1999,6.529615282,,23983945191,10264.52761,,High income
Uruguay,URY,UY,2000,6.446299613,16,22823255802,10255.10088,,High income
Uruguay,URY,UY,2001,6.555462369,14.5,20898788417,10059.78772,,High income
Uruguay,URY,UY,2002,6.94518356,19.8,13606494599,9427.15286,,High income
Uruguay,URY,UY,2003,5.927198953,15.6,12045631093,9686.495102,,High income
Uruguay,URY,UY,2004,6.021401264,15.3,13686329890,10451.89345,,High income
Uruguay,URY,UY,2005,5.719792197,14.8,17362857684,11580.38568,,High income
Uruguay,URY,UY,2006,6.074451728,15.5,19579457966,12406.36588,,High income
Uruguay,URY,UY,2007,5.822760571,17.4,23410572634,13547.13127,,High income
Uruguay,URY,UY,2008,6.61632868,15.1,30366213119,14764.18765,,High income
Uruguay,URY,UY,2009,6.746921195,15,31660911277,15464.2622,,High income
Uruguay,URY,UY,2010,6.102510871,16,40284481652,16817.07905,,High income
Uruguay,URY,UY,2011,5.906927015,16.8,47962439304,18002.89383,,High income
Uruguay,URY,UY,2012,7.901804541,17.8,51264390116,18192.3297,,High income
Uruguay,URY,UY,2013,7.670892739,15.8,57531233351,19130.0614,,High income
Uruguay,URY,UY,2014,7.881335322,17.4,57236013086,20093.62407,,High income
Uruguay,URY,UY,2015,8.587306086,18.6,53274304222,20217.56044,,High income
Uruguay,URY,UY,2016,7.826785069,21.1,57236652490,22454.39483,,High income
Uruguay,URY,UY,2017,8.263873633,20.8,64233966861,23009.87423,,High income
Uruguay,URY,UY,2018,12.06045302,21.2,64515038268,23588.15139,,High income
Uruguay,URY,UY,2019,,21.2,61231149881,24006.78694,,High income
Uruguay,URY,UY,2020,,,53628827440,22793.68798,,High income
Uzbekistan,UZB,UZ,1970,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1971,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1972,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1973,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1974,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1975,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1976,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1977,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1978,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1979,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1980,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1981,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1982,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1983,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1984,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1985,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1986,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1987,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1988,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1989,,,,,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1990,5.515152772,,13360607918,2659.80246,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1991,5.085022827,,13677622222,2678.49897,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1992,5.356696577,,12941297376,2376.342188,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1993,5.20995954,,13099013836,2323.31729,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1994,5.457507951,,12899156991,2205.807482,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1995,5.07655796,,13350468917,2191.828894,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1996,4.964413166,,13948892216,2226.900345,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1997,4.458452992,,14744603774,2340.056396,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1998,4.430850586,,14988971211,2428.742512,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,1999,4.153686227,,17078465982,2542.201735,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2000,4.311675173,10.1,13760513969,2661.618819,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2001,4.305305674,10,11401421329,2797.613775,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2002,4.160257851,9.7,9687788513,2918.84535,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2003,3.739935234,9,10134453435,3063.037259,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2004,3.688987804,8.6,12030023548,3341.037985,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2005,3.443345706,9.1,14307509839,3641.928949,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2006,3.212199104,8.8,17330833853,3982.832027,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2007,2.995804661,8.6,22311393928,4413.969978,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2008,3.007929097,8.5,29549438884,4827.993629,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2009,,8,33689223673,5168.511296,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2010,,8.1,49765676402,5469.381173,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2011,,8.5,60178909297,5844.807562,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2012,,8.9,67517349212,6061.947154,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2013,,8.9,73180036692,6302.647244,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2014,1.478979073,9,80845384375,6494.859941,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2015,1.635975634,9.2,86196265192,6680.184701,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2016,1.412135004,9.1,86138288615,6796.904892,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2017,1.135802775,8.8,62081323299,6840.70986,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2018,,8.6,52633143808,7252.985197,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2019,,8,59907674027,7658.899559,Europe & Central Asia (excluding high income),Lower middle income
Uzbekistan,UZB,UZ,2020,,,59929951114,7734.024495,Europe & Central Asia (excluding high income),Lower middle income
Vanuatu,VUT,VU,1970,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1971,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1972,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1973,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1974,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1975,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1976,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1977,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1978,,,,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1979,,,119258835.3,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1980,,,121185497.6,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1981,,,113781795.8,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1982,,,114501912.5,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1983,,,117389554.2,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1984,,,144482515.4,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1985,,,131856420.7,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1986,,,126498935.3,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1987,,,139464173.5,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1988,,,158351368.4,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1989,,,154013202.1,,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1990,,,168879207.2,1687.157172,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1991,,,201334169.1,1749.659504,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1992,,,209088824.6,1783.059422,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1993,,,200491853.2,1786.179083,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1994,,,233701301.5,1936.830072,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1995,,,249333250.1,1949.394836,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1996,,,261370044.5,1989.176045,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1997,,,272771209.1,2085.285828,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1998,,,262293410.7,2096.772303,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,1999,,,268006972.7,2095.694047,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2000,,19.1,272014693.1,2224.024448,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2001,,18.9,257926881.7,2146.327186,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2002,,19.1,262596597.8,2016.653215,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2003,,19,314471328.1,2088.001234,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2004,,18.6,364996869.1,2173.31551,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2005,,18.2,394962552.3,2301.732168,East Asia & Pacific (excluding high income),Lower middle income
Vanuatu,VUT,VU,2006,,19.2,439376794.1,2510.97498,East Asia & Pacific (excluding high income),Lower middle income
